Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
23543280180,Nước tẩy trang nho Hella Beauty sạch sâu dưỡng ẩm không khô rát không cồn không hương liệu phù hợp cho mọi loại da,₫99.000,10k,hellabeautyofficial,"2,4%",₫1.980,https://shopee.vn/product/359865795/23543280180,https://s.shopee.vn/8zosSC5JMX
6400317907,Nước tảy trang Garnier Skin Active,₫60.000,"28,2k",Aurora Castle,"2,4%",₫1.200,https://shopee.vn/product/116335515/6400317907,https://s.shopee.vn/8pVSFt5whW
380747975,Nước tẩy trang Garnier 400ml,₫165.000,"43,3k",ENPI ,"4,4%",₫6.600,https://shopee.vn/product/8252086/380747975,https://s.shopee.vn/8fC23a6a2V
9503840418,Nước Sữa Tẩy Trang 2 lớp Senka A.L.L. Clear Milky Water 230ml,₫114.000,"20,4k",Senka by FT Official Store,"12,4%",₫13.680,https://shopee.vn/product/27495213/9503840418,https://s.shopee.vn/8UsbrH7DNU
8562855481,Nước Tẩy Trang L'Oréal Paris 3 In 1 Micellar Water Làm Tươi Mát Da 400Ml,₫169.000,"30,2k",Guardian Hà Nội Official Store,"12,4%",₫20.280,https://shopee.vn/product/412741369/8562855481,https://s.shopee.vn/8KZBey7qiT
7720269427,"Nước tẩy trang MayCreate 300ml suối khoáng Hot Spring Mineral Cleansing Water làm sạch sâu tẩy sạch bụi bẩn, bã nhờn",₫32.990,"8,1k",bumshop79,"4,4%",₫1.320,https://shopee.vn/product/16644636/7720269427,https://s.shopee.vn/8AFlSf8U3S
4770162288,Nước Tẩy Trang HEYXI Đào 300ml,₫21.499,"13,1k",Shop Giá Sỉ - Bán Lẻ Giá Sỉ,"4,4%",₫860,https://shopee.vn/product/12325354/4770162288,https://s.shopee.vn/7zwLGM97OR
15567673213,[MUA 1 TẶNG 2] Nước Tẩy Trang Cocoon Winter Melon Bí Đao Làm Sạch Da Và Giảm Dầu 500ml,₫116.000,"4,7k",Bum House Cosmetics Official,"2,4%",₫2.320,https://shopee.vn/product/598813572/15567673213,https://s.shopee.vn/2VbOiFU3YO
2423751950,Nước Tẩy Trang MayCreate 300ml-BSHN,₫9.500,"7,1k",cáp sạc iphone,"5,4%",₫475,https://shopee.vn/product/53487727/2423751950,https://s.shopee.vn/2LHyVwUgtN
683753995,Nước tẩy trang La Roche-Posay Purifying Micellar Water,₫335.000,"14,3k",Mint Cosmetics,"8,4%",₫26.800,https://shopee.vn/product/428627/683753995,https://s.shopee.vn/2AyYJdVKEM
9649836742,Nước Tẩy Trang Bioderma Dành Cho Da Dầu & Hỗn Hợp Sébium H2O Hasaki chính hãng,₫189.000,13k,Hasaki Official Store,"2,4%",₫3.780,https://shopee.vn/product/18644537/9649836742,https://s.shopee.vn/20f87KVxZL
11198955655,"Nước tẩy trang Bioderma Crealine H2O nắp nhấn xanh,hồng 500ml,nước tẩy trang quốc dân dành cho mọi loại da - Bini.store.",₫229.000,"21,8k",Bini.store.official,"12,4%",₫27.480,https://shopee.vn/product/314286751/11198955655,https://s.shopee.vn/1qLhv1WauK
7917015981,MẪU MỚI Nước Tẩy Trang Mắt Môi Maybelline Make Up Remover Eye & Lip,₫69.000,"9,5k",nuty.vn,"7,4%",₫4.830,https://shopee.vn/product/151657812/7917015981,https://s.shopee.vn/1g2HiiXEFJ
19133383045,Nước tẩy trang bí đao Cocoon 500ml thuần chay sạch bụi bẩn và dầu thừa cho da mụn - HUNOXA,₫236.000,"9,6k",HUNOXA - Mỹ Phẩm Thiên Nhiên,"2,4%",₫4.720,https://shopee.vn/product/710688996/19133383045,https://s.shopee.vn/1VirWPXraI
